istc,rnd,cfs,mcs
I,2.7472333694575304,1.3061627711229693,1.2688264275870946
C,0.9471406518983292,0.7466330606241084,0.7818667171612975
A,1.3475290378521634,0.8479283178327449,0.8742212825001983
P,2.127720905595347,1.723652308890605,1.277113148466405
S,1.0303041199265102,0.887141724653265,0.9601412780966959
double_torus,1.0471345610750193,0.8187588671125362,0.9688922806923526
office,12.984453919162608,11.764069401610714,8.289025845829416
